sku,product_type,attribute set,Brand,name,Wheel Diameter,Wheel Width,PCD,Centre Bore,Offset,Source Price,Cost Currency,EAN,Search Colour 1,Search Colour 2,Search Colour 3,Style 1,Style 2,Style 3,description,short_description,Image 1,Image 2,Image 3,Video,tax_class_id,status,visibility,weight,Load Rating,Wheel Construction,Purpose,Warehouse Location,TUV Available,Warranty
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,21,11,5x130,71.5,56,234.00,USD,894732086735,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,14.18,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,21,9,5x108,63.4,40,234.00,USD,894732086810,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,14.09,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,21,9,5x112,66.56,25,234.00,USD,894732086759,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,13.79,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,21,9,5x112,66.56,37,234.00,USD,894732086797,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,13.97,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,21,9,5x114.3,76.1,45,234.00,USD,894732086834,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,13.50,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,21,9,5x120,76.1,25,234.00,USD,894732086773,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,13.88,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,21,9,5x130,71.5,55,234.00,USD,894732086858,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,13.38,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,22,10,5x112,66.56,41,252.00,USD,894732046425,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,14.06,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,22,10,5x120,76.1,35,252.00,USD,894732046401,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,14.69,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,22,10.5,5x130,71.5,56,252.00,USD,894732046388,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,14.89,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,22,10.5,5x112,66.56,42,252.00,USD,894732046364,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,14.96,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,22,10.5,5x120,76.1,32,252.00,USD,894732046340,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,14.89,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,22,11,5x120,76.1,25,252.00,USD,894732046449,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,15.66,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,22,11,5x130,71.5,56,252.00,USD,894732046463,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,14.53,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,22,9,5x112,66.56,37,252.00,USD,894732046520,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,14.06,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,22,9,5x120,76.1,20,252.00,USD,894732046487,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,14.38,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Gunmetal W/Mirror Cut Face,22,9,5x130,71.5,56,252.00,USD,894732046524,Gunmetal,Gunmetal Polished,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-GunmetalMirror-1,TSW-Nurburgring-GunmetalMirror-2,,,2,Enabled,Visible,13.25,891,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Configurable,Alloys,TSW,Nurburgring Matt Bronze,,,,,,,,,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,,,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,17,7.5,5x114.3,76.1,45,139.50,USD,894732044636,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,7.90,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,17,8,5x100,72.1,35,139.50,USD,894732044667,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.37,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,17,8,5x100,72.1,45,139.50,USD,894732044780,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.28,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,17,8,5x112,72.1,35,139.50,USD,894732044698,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.41,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,17,8,5x112,72.1,45,139.50,USD,894732044810,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.08,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,17,8,5x114.3,76.1,35,139.50,USD,894732044728,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.39,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,17,8,5x120,76.1,35,139.50,USD,894732044759,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.55,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,17,9,5x114.3,76.1,63,139.50,USD,894732044865,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.19,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,10.5,5x114.3,76.1,27,162.00,USD,894732044896,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.01,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,7.5,5x114.3,76.1,45,162.00,USD,894732044940,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.25,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,8,5x100,72.1,35,162.00,USD,894732044971,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.73,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,8,5x100,72.1,45,162.00,USD,894732045060,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.37,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,8,5x112,72.1,45,162.00,USD,894732045091,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.50,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,8,5x114.3,76.1,35,162.00,USD,894732045208,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.73,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,8,5x120,76.1,35,162.00,USD,894732045039,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.87,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,8.5,5x112,72.1,32,162.00,USD,894732045152,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.39,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,8.5,5x114.3,76.1,20,162.00,USD,894732045121,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.42,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,8.5,5x114.3,76.1,45,162.00,USD,894732045183,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.78,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,9,5x114.3,76.1,32,162.00,USD,894732045213,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.58,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,9,5x114.3,76.1,63,162.00,USD,894732045268,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,8.73,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,9.5,5x112,72.1,40,162.00,USD,894732045299,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.47,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,9.5,5x112,72.1,53,162.00,USD,894732045381,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.22,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,9.5,5x114.3,76.1,40,162.00,USD,894732045329,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.54,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,18,9.5,5x120,76.1,40,162.00,USD,894732045350,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.47,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,10.5,5x114.3,76.1,27,184.50,USD,894732045411,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,11.23,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,10.5,5x120,76.1,27,184.50,USD,894732045442,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,11.02,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,8,5x100,72.1,35,184.50,USD,894732045497,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.54,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,8,5x100,72.1,45,184.50,USD,894732045589,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.25,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,8,5x112,72.1,45,184.50,USD,894732045619,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.25,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,8,5x114.3,76.1,35,184.50,USD,894732045527,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.29,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,8,5x120,76.1,35,184.50,USD,894732045558,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.34,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,8.5,5x112,72.1,32,184.50,USD,894732045671,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.21,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,8.5,5x114.3,76.1,20,184.50,USD,894732045640,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.03,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,8.5,5x114.3,76.1,45,184.50,USD,894732045701,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,9.63,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,9,5x114.3,76.1,32,184.50,USD,894732045763,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.03,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,9,5x120,76.1,20,184.50,USD,894732045732,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.24,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,9.5,5x112,72.1,41,184.50,USD,894732045817,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.12,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,9.5,5x112,72.1,53,184.50,USD,894732045909,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.08,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,9.5,5x114.3,76.1,41,184.50,USD,894732045848,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.17,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,19,9.5,5x120,76.1,41,184.50,USD,894732045879,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.21,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,20,10,5x112,72.1,40,207.00,USD,894732046043,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,11.00,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,20,10,5x112,72.1,54,207.00,USD,894732046104,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,11.38,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,20,10,5x114.3,76.1,40,207.00,USD,894732046074,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,11.07,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,20,10,5x120,76.1,35,207.00,USD,894732046012,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,11.25,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,20,10.5,5x114.3,76.1,25,207.00,USD,894732045930,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,11.65,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,20,10.5,5x120,76.1,25,207.00,USD,894732045961,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,11.79,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,20,8.5,5x112,72.1,43,207.00,USD,894732046197,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.37,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,20,8.5,5x114.3,76.1,20,207.00,USD,894732046135,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.71,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,20,8.5,5x114.3,76.1,40,207.00,USD,894732046166,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.42,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,20,9,5x112,72.1,35,207.00,USD,894732046272,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.48,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,20,9,5x120,76.1,20,207.00,USD,894732046241,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,11.05,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Bronze,20,9,5x120,76.1,35,207.00,USD,894732046302,Bronze,,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattBronze-1,TSW-Nurburgring-MattBronze-2,,,2,Enabled,Visible,10.53,742.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Configurable,Alloys,TSW,Nurburgring Matt Gunmetal,,,,,,,,,Gunmetal,Matt Gunmetal,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattGunmetal-1,TSW-Nurburgring-MattGunmetal-2,,,2,Enabled,Visible,,,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Gunmetal,17,7.5,5x114.3,76.1,45,139.50,USD,894732044612,Gunmetal,Matt Gunmetal,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattGunmetal-1,TSW-Nurburgring-MattGunmetal-2,,,2,Enabled,Visible,7.90,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Gunmetal,17,8,5x100,72.1,35,139.50,USD,894732044643,Gunmetal,Matt Gunmetal,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattGunmetal-1,TSW-Nurburgring-MattGunmetal-2,,,2,Enabled,Visible,8.37,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Gunmetal,17,8,5x100,72.1,45,139.50,USD,894732044766,Gunmetal,Matt Gunmetal,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattGunmetal-1,TSW-Nurburgring-MattGunmetal-2,,,2,Enabled,Visible,8.28,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Gunmetal,17,8,5x105,72.1,40,139.50,USD,894732085776,Gunmetal,Matt Gunmetal,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattGunmetal-1,TSW-Nurburgring-MattGunmetal-2,,,2,Enabled,Visible,8.55,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Nurburgring Matt Gunmetal,17,8,5x108,72.1,40,139.50,USD,894732085790,Gunmetal,Matt Gunmetal,,Twin 7 Spoke,Mesh Design,,,,TSW-Nurburgring-MattGunmetal-1,TSW-Nurburgring-MattGunmetal-2,,,2,Enabled,Visible,8.55,607.5,Flow Formed,Ideal for everyday driving,USA - 3-5 Days,No,
